model_key,sample_size,outer_fold,projected,raw,delta_nRMSE,relative_change_percent,projection_improved
ann_deep_regressor,500,3,0.4425700936146309,0.4567119992030028,-0.014141905588371917,-3.096460266656146,True
ann_deep_regressor,500,4,0.5361284845121215,0.5593765338429545,-0.02324804933083302,-4.156064461824553,True
ann_deep_regressor,1450,0,0.3839107666953474,0.39083114125144053,-0.006920374556093123,-1.7706814595004117,True
ann_deep_regressor,1450,1,0.39557580352898153,0.40649380904900523,-0.0109180055200237,-2.6858971224104105,True
ann_deep_regressor,1450,2,0.2963567416462268,0.3100184862879788,-0.013661744641752016,-4.406751611922105,True
ann_deep_regressor,1450,3,0.29960081791264626,0.308162784031934,-0.008561966119287723,-2.778390695743608,True
ann_deep_regressor,1450,4,0.31311779188240463,0.32475324169265724,-0.011635449810252607,-3.5828587113117303,True
ann_deep_regressor,2400,0,0.25805215352600563,0.2615827202948763,-0.0035305667688706466,-1.3496941865619865,True
ann_deep_regressor,2400,1,0.3713644454350928,0.3752415447669383,-0.0038770993318454905,-1.033227633217838,True
ann_deep_regressor,2400,2,0.22010535495640499,0.22506222857063582,-0.004956873614230833,-2.202445806082969,True
ann_deep_regressor,2400,3,0.22626308837983944,0.23245012660973385,-0.006187038229894415,-2.661662662925533,True
ann_deep_regressor,2400,4,0.2406579720067051,0.24762136756169167,-0.006963395554986568,-2.812114165895529,True
ann_deep_regressor,3350,0,0.23007920780202518,0.23166967118995901,-0.0015904633879338381,-0.6865220552023521,True
ann_deep_regressor,3350,1,0.2817183232187757,0.28425154348660253,-0.002533220267826819,-0.8911896261862219,True
ann_deep_regressor,3350,2,0.18669689553403981,0.19204310553794834,-0.00534621000390853,-2.7838593783061385,True
ann_deep_regressor,3350,3,0.1943170090604945,0.1998600776101731,-0.0055430685496785925,-2.7734746308316476,True
ann_deep_regressor,3350,4,0.20067759258420204,0.20544377606160258,-0.004766183477400543,-2.319945421939381,True
ann_deep_regressor,4300,0,0.17293163155838082,0.1734335010900427,-0.0005018695316618971,-0.2893728884601931,True
ann_deep_regressor,4300,1,0.22280070000682636,0.22462093954288123,-0.0018202395360548684,-0.8103605744678919,True
ann_deep_regressor,4300,2,0.17346005953919238,0.17852209647305015,-0.005062036933857761,-2.835524024120975,True
ann_deep_regressor,4300,3,0.1801458964688106,0.18314442551144314,-0.002998529042632536,-1.6372483269741582,True
ann_deep_regressor,4300,4,0.22724141453412253,0.2295268211190057,-0.0022854065848831595,-0.9957034971953085,True
ann_deep_regressor,5250,0,0.16126953467449573,0.1640170810274581,-0.002747546352962371,-1.675158669908535,True
ann_deep_regressor,5250,1,0.2158090681393913,0.21777553537569924,-0.001966467236307945,-0.9029789470683471,True
ann_deep_regressor,5250,2,0.21319461072031204,0.14901521343898982,0.06417939728132221,43.069023491080465,False
ann_deep_regressor,5250,3,0.17566763945672687,0.17671915972912347,-0.0010515202723966055,-0.5950233545747864,True
ann_deep_regressor,5250,4,0.23225944303032378,0.2216371010752958,0.01062234195502798,4.792673204753431,False
ann_deep_regressor,6200,0,0.17377047845115762,0.17486846509459464,-0.0010979866434370211,-0.6278928809966211,True
ann_deep_regressor,6200,1,0.21480992205476876,0.2152108139748667,-0.00040089192009792884,-0.18627870630364646,True
ann_deep_regressor,6200,2,0.14942858531896464,0.1512292292516909,-0.0018006439327262758,-1.1906718969845855,True
ann_deep_regressor,6200,3,0.1652167600666158,0.16648817520613277,-0.0012714151395169793,-0.7636669318663691,True
