model_key,sample_size,folds,setup_seconds_mean,setup_seconds_sd,raw_latency_ms_mean,projection_latency_ms_mean,end_to_end_latency_ms_mean
random_forest_regressor,4300,5,2.2663265000097454,0.2849539481367014,0.1228940625424002,0.06994808595663926,0.19403738274377247
random_forest_regressor,500,5,0.30666251997463406,0.044891735767562356,0.14146591797725705,0.07093566400726559,0.2151264062831615
random_forest_regressor,5250,5,2.995494979992509,0.17549562802972413,0.12293509757910215,0.06916060547155212,0.19719683600669669
random_forest_regressor,6200,5,3.6482703199610116,0.2774928294330588,0.13649904299199989,0.06919414054209483,0.20138091790613544
random_forest_regressor,7150,5,4.27618733998388,0.22125320559176473,0.12394097648211755,0.0682858202708303,0.19965748037975573
random_forest_regressor,8100,5,5.07001702003181,0.17464117162826712,0.13241033202575636,0.0700675780990423,0.20290611328164232
random_forest_regressor,9050,5,6.108289680024609,0.448547403651553,0.13769898428108718,0.07118683593034802,0.21325677730601456
svr_regressor,10000,5,56.02062479997985,12.93778932934394,1.8736324218934897,0.09219992189173354,2.0008387499728997
svr_regressor,1450,5,0.2872139600571245,0.041640888282978676,0.2834144529970217,0.11087800771747425,0.3877251368066936
svr_regressor,2400,5,0.9457383799366653,0.18592135180023808,0.4857532811911369,0.09829332034314575,0.5450116211250133
svr_regressor,3350,5,2.4025784798897805,0.14054020170834508,0.6854595702861843,0.09760164052750042,0.7695952930134808
svr_regressor,4300,5,4.094776859972626,0.5251934084114255,0.8710266602065531,0.100342343785087,0.9704672851967189
svr_regressor,500,5,0.053590920055285096,0.00911850130368747,0.1085660351691331,0.09888080066957627,0.253031835791262
svr_regressor,5250,5,13.709922120021655,2.1885810601103435,1.0460277929723816,0.09237177723662171,1.1321474414216937
svr_regressor,6200,5,20.27371945991181,3.5246521906476844,1.237709785118568,0.10455619135427696,1.31373736326168
svr_regressor,7150,5,26.93102042004466,5.291301315615644,1.3883211914617277,0.08849177734191471,1.524086972585792
svr_regressor,8100,5,36.91218778002076,6.177818814656572,1.5149238476169558,0.09899751953525993,1.6758043555455515
svr_regressor,9050,5,45.016088740015405,11.105700374058566,1.6773952929725056,0.09613765623726067,1.8404718944566412
xgboost_regressor,10000,5,12.457688499987125,4.648023591934602,0.05965222653685487,0.09755796872923383,0.16486458971485263
xgboost_regressor,1450,5,5.165834540082142,2.629682403384681,0.05738121089962078,0.07920451175777998,0.15190542967502552
xgboost_regressor,2400,5,6.545346200000495,2.8949933547734608,0.05523419918063155,0.07564720699519967,0.1526972265310178
xgboost_regressor,3350,5,7.476787559967488,3.108335475814583,0.055009140669426415,0.07413644534608466,0.1558574610044161
xgboost_regressor,4300,5,8.716253239987418,3.4851139315081325,0.0565209180876991,0.0760151758640859,0.14878863289595756
xgboost_regressor,500,5,3.4574638999532907,2.0004553475180127,0.04802718740393175,0.0741158202799852,0.14492476557279588
xgboost_regressor,5250,5,9.44226386002265,4.076883931500531,0.05809230474369542,0.08639685552225274,0.15745566402074473
xgboost_regressor,6200,5,10.47478446001187,3.9338121784880826,0.059929082044618553,0.09768996087586856,0.17153900389530463
xgboost_regressor,7150,5,10.977167419996112,4.280136649926155,0.05849826175108319,0.08119244143927062,0.15913505858407007
xgboost_regressor,8100,5,11.255825219955295,4.589791555942062,0.05795945321551699,0.08327835935233452,0.15723640617579804
xgboost_regressor,9050,5,11.836878239968792,4.619213765676197,0.057828281251204317,0.07865253905947611,0.1673865819157072
