model_key,sample_size,prediction_type,folds,nRMSE_mean,nRMSE_sd,nMAE_mean,macro_R2_mean
multitask_lasso_regressor,4300,raw,5,0.5380062705730649,0.01238373077970707,0.3385691198824391,0.7120077691081447
multitask_lasso_regressor,4300,projected,5,0.5174346887645963,0.012676943944094975,0.3099851341892152,0.7340652601388871
multitask_lasso_regressor,500,raw,5,0.5514868090335903,0.040844624787599114,0.3484875830539039,0.6978460485696394
multitask_lasso_regressor,500,projected,5,0.5277979987456624,0.036045188185169115,0.31603577407560274,0.7263953965634491
multitask_lasso_regressor,5250,raw,5,0.5374539248777845,0.010989139858900833,0.3388987343966794,0.712363212058618
multitask_lasso_regressor,5250,projected,5,0.5170611261584062,0.01164022611126592,0.31054462837193386,0.7341300964005288
multitask_lasso_regressor,6200,raw,5,0.5382964596630264,0.010335339449928758,0.33909105154010294,0.7116049402319891
multitask_lasso_regressor,6200,projected,5,0.5180487789833879,0.010599286894764425,0.31064495641709644,0.7333147075434338
multitask_lasso_regressor,7150,raw,5,0.5370223742759433,0.006645496835119991,0.33910264233896287,0.7126959264102335
multitask_lasso_regressor,7150,projected,5,0.5167544696463654,0.006981991048504694,0.31072007543461466,0.7342448743639346
multitask_lasso_regressor,8100,raw,5,0.5369206469089912,0.004518682089519447,0.3391613227623882,0.7123555516740159
multitask_lasso_regressor,8100,projected,5,0.516749494837941,0.0044883803312118975,0.3109274655397159,0.733748972275646
multitask_lasso_regressor,9050,raw,5,0.5362513711330058,0.005673935997842706,0.3383278920217758,0.7126299907916961
multitask_lasso_regressor,9050,projected,5,0.5161676962257055,0.006362641980271093,0.3102454185562463,0.7338944445451835
pls_regressor,10000,raw,5,0.7211414676567844,0.005823976664477697,0.5220530108088655,0.4801450620114827
pls_regressor,10000,projected,5,0.7450625105705455,0.03072959583861607,0.4411635040217032,0.44562072867482333
pls_regressor,1450,raw,5,0.7303652805825218,0.026770252535422583,0.5374844247852552,0.46951487474710474
pls_regressor,1450,projected,5,0.7285204463142207,0.07766433645815274,0.44062600499215837,0.32147652799617066
pls_regressor,2400,raw,5,0.7314760452741538,0.033783046499472294,0.5357673415348183,0.4697913223207129
pls_regressor,2400,projected,5,0.7345949599976542,0.07034808869686913,0.43875370737885583,0.38664706850442854
pls_regressor,3350,raw,5,0.7292425352519335,0.027063950231453745,0.5351711192667093,0.4711801105141677
pls_regressor,3350,projected,5,0.7902143418478638,0.10650422192901131,0.44376015162869925,0.22658926270697552
pls_regressor,4300,raw,5,0.7252784366696423,0.01151072106585741,0.5305098135133737,0.4750705492207025
pls_regressor,4300,projected,5,0.7821528729344535,0.06741378505508752,0.4412234544921221,0.29836069271124865
pls_regressor,500,raw,5,0.7439150472321538,0.03265054223740329,0.5464784863879514,0.45042469771998717
pls_regressor,500,projected,5,0.7024562118554958,0.06037840367526618,0.4515575478800513,0.5235798041442898
pls_regressor,5250,raw,5,0.7255498836869851,0.009554066573977458,0.53030024975755,0.4746194271453147
