model_key,sample_size,delta_nRMSE_mean,delta_nRMSE_sd,raw,projected,relative_change_percent
multitask_lasso_regressor,10000,-0.020007311415712638,0.0014249951459680153,0.5361071320453383,0.5160998206296257,-3.731961434532949
pls_regressor,500,-0.041458835376658086,0.03830972577722206,0.7439150472321538,0.7024562118554958,-5.573060463141834
pls_regressor,1450,-0.001844834268301132,0.07545701607699726,0.7303652805825218,0.7285204463142207,-0.25259063065397497
pls_regressor,2400,0.0031189147235004986,0.06920355120477215,0.7314760452741538,0.7345949599976542,0.426386447464797
pls_regressor,3350,0.0609718065959302,0.11997279992045935,0.7292425352519335,0.7902143418478638,8.360977815819009
pls_regressor,4300,0.056874436264811125,0.07518452509141225,0.7252784366696423,0.7821528729344535,7.841738205532357
pls_regressor,5250,0.026407984300593434,0.04704890054675992,0.7255498836869851,0.7519578679875785,3.639720010207622
pls_regressor,6200,0.039384169235966084,0.06843654668814372,0.7245688812020992,0.7639530504380652,5.4355314253388185
pls_regressor,7150,0.03488699466064069,0.062990973041214,0.7230807353342174,0.757967729994858,4.824771696415806
pls_regressor,8100,0.05477708045841674,0.03468570859920473,0.7213506995716791,0.7761277800300957,7.5936823088883125
pls_regressor,9050,0.030357838429505523,0.02242147539474393,0.720980745500859,0.7513385839303646,4.210630952206115
pls_regressor,10000,0.02392104291376105,0.027500309151965784,0.7211414676567844,0.7450625105705455,3.317108221704136
random_forest_regressor,500,0.16100535664556356,0.17296510491283335,0.8154189131636322,0.9764242698091958,19.745109421229998
random_forest_regressor,1450,0.11514718021480685,0.06568417497883138,0.7671830221536025,0.8823302023684093,15.009088690671328
random_forest_regressor,2400,0.10769432182947511,0.08148931557471106,0.7574602234531602,0.8651545452826352,14.217818770537015
random_forest_regressor,3350,0.12448388410694597,0.05875473179294576,0.7455601512064376,0.8700440353133836,16.696692266279364
random_forest_regressor,4300,0.10125474255702245,0.04167773984431845,0.7396877985476238,0.8409425411046462,13.68884855959987
random_forest_regressor,5250,0.09992266445768397,0.05770664504674294,0.7365247160041482,0.8364473804618321,13.566776821800664
random_forest_regressor,6200,0.11568972455552332,0.03387034710601984,0.7326120242842803,0.8483017488398037,15.791404006581189
random_forest_regressor,7150,0.11194836019850138,0.04364802851410335,0.7278220463546086,0.83977040655311,15.381281833823161
random_forest_regressor,8100,0.10905767201020962,0.03866765825446901,0.7236184864141653,0.8326761584243748,15.071156148958591
random_forest_regressor,9050,0.10170148366924776,0.03003566048474137,0.7208035969557,0.8225050806249478,14.109458401537127
random_forest_regressor,10000,0.09474527891055033,0.022399709581081655,0.718432489967141,0.8131777688776914,13.187777589914365
svr_regressor,500,-0.012885972999693763,0.002281356109087425,0.5110344011435466,0.49814842814385274,-2.521547076059613
svr_regressor,1450,0.012042783674839252,0.04500033242995994,0.4527345812745554,0.46477736494939464,2.6600096773999335
svr_regressor,2400,0.010828545653613086,0.041176990296360946,0.4346983435436549,0.445526889197268,2.4910482900254407
svr_regressor,3350,0.026069288412690683,0.04644859208577538,0.4146148620923227,0.4406841505050134,6.287591400157254
svr_regressor,4300,0.006464756140749606,0.03211756212834292,0.4027395948880029,0.4092043510287525,1.6051950746356007
svr_regressor,5250,-0.00971350655205272,0.0013980022930793203,0.3924418896579951,0.38272838310594237,-2.475145189143248
svr_regressor,6200,-0.00786980369961936,0.0032105423314749398,0.38518746114687064,0.37731765744725126,-2.043110042104575
svr_regressor,7150,-0.009160265041219019,0.0011959986478137176,0.3772051023240599,0.3680448372828409,-2.428457352453672
svr_regressor,8100,-0.008874923757075437,0.0010029034525877566,0.3708831271357321,0.3620082033786567,-2.3929165571955178
svr_regressor,9050,-0.0069414260179457956,0.0031415696014752453,0.3678182829516384,0.36087685693369254,-1.8871889570694655
svr_regressor,10000,-0.008189488589453443,0.00074934288561322,0.36426145463307325,0.3560719660436198,-2.248244629040661
xgboost_regressor,500,0.0056324504711847915,0.003316727957962506,0.43527065075766175,0.4409031012288465,1.2940110851445055
xgboost_regressor,1450,0.029060968211884187,0.05813239476938745,0.35658567822157894,0.38564664643346314,8.149785587806472
xgboost_regressor,2400,0.01775339717526664,0.03465196365747339,0.338198505811471,0.3559519029867376,5.2494014225962555
xgboost_regressor,3350,0.017193689195078087,0.03491058246782651,0.31471416904729066,0.3319078582423688,5.463271401833362
